transaction_id,manga_title,genre,condition,payment_method,customer_type,publisher,price,quantity,volume_number,transaction_date,restock_date
TXN-00437,Tokyo Ghoul,Slice of Life,Second-Hand,Credit Card,Online,Dark Horse,82.74,4,22,2024-07-12,2024-06-28
TXN-00438,Chainsaw Man,Fantasy,Brand New,GCash,Walk-in,Dark Horse,419.84,4,15,2023-02-06,2023-01-31
TXN-00439,Demon Slayer,Drama,Second-Hand,GCash,Walk-in,Yen Press,367.81,2,40,2024-01-14,2024-01-07
TXN-00440,Fullmetal Alchemist,Romance,Brand New,Cash,Online,Dark Horse,86.61,1,21,2024-08-19,2024-08-14
TXN-00441,Berserk,Action,Second-Hand,Credit Card,Walk-in,Shueisha,88.18,3,15,2024-07-19,2024-06-23
TXN-00442,Dragon Ball,Fantasy,Second-Hand,Cash,Online,Seven Seas,493.99,1,22,2023-06-01,2023-05-14
TXN-00443,Bleach,Fantasy,Brand New,GCash,Walk-in,Kadokawa,218.42,4,28,2024-03-16,2024-02-16
TXN-00444,Berserk,Action,Brand New,Cash,Online,Kodansha,216.79,2,14,2023-05-11,2023-04-29
TXN-00445,Chainsaw Man,Slice of Life,Brand New,GCash,Online,Kadokawa,415.76,5,27,2023-02-12,2023-01-26
TXN-00446,Tokyo Ghoul,Fantasy,Brand New,Cash,Online,Seven Seas,476.26,2,41,2023-11-12,2023-10-26
TXN-00447,Attack on Titan,Action,Brand New,Credit Card,Online,Viz Media,493.7,4,40,2024-01-09,2023-12-10
TXN-00448,Black Clover,Action,Brand New,Credit Card,Walk-in,Seven Seas,389.02,2,28,2023-02-10,2023-02-01
TXN-00449,Mob Psycho 100,Action,Brand New,Cash,Walk-in,Kodansha,219.32,2,26,2024-01-02,2023-12-06
TXN-00450,Demon Slayer,Mystery,Brand New,Cash,Walk-in,Kadokawa,87.58,4,49,2023-08-04,2023-07-29
TXN-00451,Black Clover,Drama,Brand New,Cash,Online,Kadokawa,399.72,2,2,2024-11-29,2024-11-20
TXN-00452,Demon Slayer,Mystery,Brand New,Debit Card,Online,Yen Press,301.28,3,25,2023-09-13,2023-08-14
TXN-00453,Dragon Ball,Romance,Brand New,GCash,Walk-in,Yen Press,240.9,3,3,2024-11-13,2024-10-17
TXN-00454,Chainsaw Man,Sports,Brand New,GCash,Online,Seven Seas,457.86,2,8,2023-04-16,2023-03-31
TXN-00455,Mob Psycho 100,Mystery,Brand New,Cash,Walk-in,Seven Seas,100.04,5,44,2023-12-29,2023-12-03
TXN-00456,One Piece,Mystery,Brand New,Credit Card,Online,Viz Media,271.68,4,33,2024-07-27,2024-07-17
TXN-00457,JoJo's Bizarre Adventure,Drama,Brand New,Debit Card,Online,Dark Horse,55.11,3,42,2024-02-21,2024-01-28
TXN-00458,Tokyo Ghoul,Sports,Brand New,Debit Card,Walk-in,Kodansha,260.9,5,35,2024-09-27,2024-08-30
TXN-00459,Tokyo Ghoul,Sci-Fi,Brand New,Credit Card,Walk-in,Yen Press,75.34,2,6,2023-06-08,2023-05-28
TXN-00460,Berserk,Action,Second-Hand,Cash,Walk-in,Kodansha,103.47,5,39,2023-08-31,2023-08-05
TXN-00461,One Piece,Comedy,Brand New,Cash,Online,Viz Media,102.89,1,23,2023-06-16,2023-06-12
TXN-00462,One Piece,Sports,Brand New,Cash,Walk-in,Yen Press,342.14,3,25,2023-07-01,2023-06-16
TXN-00463,Death Note,Romance,Second-Hand,Cash,Walk-in,Yen Press,385.72,2,43,2024-02-27,2024-02-24
TXN-00464,Jujutsu Kaisen,Slice of Life,Second-Hand,Cash,Walk-in,Dark Horse,312.52,4,19,2023-01-26,2023-01-21
TXN-00465,Hunter x Hunter,Romance,Second-Hand,Cash,Walk-in,Kodansha,482.98,2,5,2023-07-03,2023-06-08
TXN-00466,Death Note,Action,Brand New,GCash,Walk-in,Kodansha,218.69,4,11,2023-12-07,2023-11-29
TXN-00467,Dragon Ball,Sports,Brand New,Maya,Online,Kodansha,178.57,2,12,2024-02-26,2024-01-29
TXN-00468,Vinland Saga,Romance,Second-Hand,Credit Card,Walk-in,Dark Horse,440.87,5,10,2024-11-16,2024-10-25
TXN-00469,Naruto,Romance,Brand New,Debit Card,Online,Yen Press,150.62,5,8,2023-09-12,2023-08-19
TXN-00470,Tokyo Ghoul,Sci-Fi,Brand New,Credit Card,Online,Viz Media,483.45,5,24,2023-10-01,2023-09-09
TXN-00471,My Hero Academia,Sci-Fi,Second-Hand,Cash,Walk-in,Kodansha,55.47,1,28,2023-06-13,2023-05-31
TXN-00472,JoJo's Bizarre Adventure,Sports,Second-Hand,Credit Card,Walk-in,Kadokawa,486.45,4,41,2024-12-19,2024-11-21
TXN-00473,One-Punch Man,Action,Second-Hand,Cash,Online,Dark Horse,69.42,5,36,2023-04-21,2023-03-26
TXN-00474,Black Clover,Mystery,Second-Hand,Credit Card,Online,Shueisha,451.01,1,37,2024-01-27,2024-01-09
TXN-00475,Chainsaw Man,Horror,Second-Hand,GCash,Walk-in,Viz Media,287.47,4,21,2023-02-09,2023-01-28
TXN-00476,Fullmetal Alchemist,Fantasy,Brand New,Maya,Walk-in,Kadokawa,496.83,2,8,2024-04-26,2024-04-23
TXN-00477,Attack on Titan,Comedy,Second-Hand,Cash,Walk-in,Kodansha,83.21,1,9,2023-08-16,2023-07-21
TXN-00478,Hunter x Hunter,Fantasy,Brand New,Cash,Online,Shueisha,299.23,3,47,2023-07-24,2023-07-11
TXN-00479,Dragon Ball,Drama,Brand New,Maya,Walk-in,Viz Media,486.19,1,15,2024-04-16,2024-04-15
TXN-00480,Attack on Titan,Sci-Fi,Second-Hand,Cash,Walk-in,Dark Horse,285.39,1,48,2023-12-25,2023-12-16
TXN-00481,Hunter x Hunter,Sports,Brand New,Credit Card,Online,Shueisha,333.23,4,46,2023-11-09,2023-10-22
TXN-00482,Tokyo Ghoul,Fantasy,Brand New,Credit Card,Online,Yen Press,363.09,2,40,2023-08-22,2023-08-18
TXN-00483,Hunter x Hunter,Action,Brand New,Debit Card,Walk-in,Seven Seas,254.54,3,18,2023-08-17,2023-08-02
TXN-00484,Death Note,Comedy,Second-Hand,Maya,Walk-in,Shueisha,332.4,5,42,2023-01-25,2023-01-13
TXN-00485,One Piece,Fantasy,Brand New,Maya,Online,Seven Seas,312.94,5,20,2024-11-06,2024-10-15
TXN-00486,Death Note,Comedy,Second-Hand,Cash,Walk-in,Kadokawa,455.52,1,6,2023-07-17,2023-06-23
TXN-00487,Berserk,Slice of Life,Brand New,Debit Card,Walk-in,Viz Media,70.45,4,12,2024-02-13,2024-01-22
TXN-00488,Attack on Titan,Action,Second-Hand,Credit Card,Online,Kadokawa,176.43,4,2,2023-12-03,2023-11-24
TXN-00489,Bleach,Horror,Second-Hand,Credit Card,Walk-in,Kadokawa,477.69,5,7,2023-10-13,2023-09-24
TXN-00490,Chainsaw Man,Romance,Brand New,Cash,Online,Kodansha,450.62,3,16,2023-03-13,2023-02-28
TXN-00491,Jujutsu Kaisen,Comedy,Brand New,Credit Card,Online,Dark Horse,255.05,2,3,2023-10-13,2023-09-16
TXN-00492,Jujutsu Kaisen,Action,Brand New,Maya,Walk-in,Shueisha,329.06,3,45,2023-12-26,2023-12-05
TXN-00493,Hunter x Hunter,Comedy,Second-Hand,Maya,Walk-in,Viz Media,174.82,2,3,2024-10-18,2024-10-06
TXN-00494,Dragon Ball,Comedy,Brand New,GCash,Online,Yen Press,134.65,5,27,2024-06-05,2024-06-01
TXN-00495,Fullmetal Alchemist,Mystery,Second-Hand,Cash,Online,Dark Horse,258.66,2,43,2024-02-14,2024-01-23
TXN-00496,One Piece,Mystery,Brand New,GCash,Online,Dark Horse,209.01,4,40,2024-11-26,2024-11-18
TXN-00497,Mob Psycho 100,Action,Second-Hand,Debit Card,Online,Viz Media,312.65,1,38,2024-07-03,2024-06-17
TXN-00498,Naruto,Mystery,Second-Hand,Credit Card,Walk-in,Dark Horse,84.98,1,33,2023-12-06,2023-12-05
TXN-00499,My Hero Academia,Drama,Second-Hand,GCash,Online,Kodansha,488.48,5,28,2023-01-29,2023-01-09
TXN-00500,JoJo's Bizarre Adventure,Horror,Second-Hand,Cash,Walk-in,Dark Horse,493.79,4,1,2023-04-29,2023-03-31
TXN-00501,Bleach,Sports,Brand New,GCash,Walk-in,Kodansha,364.17,3,8,2023-09-25,2023-09-07
TXN-00502,One-Punch Man,Action,Brand New,GCash,Walk-in,Shueisha,291.24,4,37,2023-07-02,2023-06-21
TXN-00503,One-Punch Man,Action,Second-Hand,Maya,Walk-in,Shueisha,189.29,1,32,2024-08-17,2024-07-18
TXN-00504,Bleach,Drama,Second-Hand,Credit Card,Online,Kadokawa,416.21,1,48,2023-09-29,2023-09-09
TXN-00505,Bleach,Sci-Fi,Brand New,GCash,Walk-in,Kodansha,358.13,4,43,2023-02-09,2023-02-01
TXN-00506,JoJo's Bizarre Adventure,Sci-Fi,Brand New,GCash,Walk-in,Yen Press,123.18,4,37,2023-04-22,2023-04-01
TXN-00507,My Hero Academia,Mystery,Brand New,Cash,Walk-in,Shueisha,459.92,1,4,2024-09-02,2024-08-30
TXN-00508,Spy x Family,Sports,Brand New,Maya,Online,Dark Horse,420.14,3,30,2024-03-20,2024-02-28
TXN-00509,JoJo's Bizarre Adventure,Mystery,Brand New,GCash,Online,Viz Media,477.41,5,6,2023-12-20,2023-11-23
TXN-00510,Black Clover,Slice of Life,Brand New,GCash,Walk-in,Viz Media,376.57,5,46,2023-11-18,2023-11-03
TXN-00511,Jujutsu Kaisen,Slice of Life,Second-Hand,GCash,Walk-in,Seven Seas,326.04,4,19,2024-03-22,2024-02-21
TXN-00512,One-Punch Man,Romance,Brand New,Credit Card,Walk-in,Kodansha,238.21,5,32,2024-09-12,2024-08-20
TXN-00513,One-Punch Man,Slice of Life,Brand New,Credit Card,Online,Yen Press,469.73,1,9,2024-06-07,2024-05-28
TXN-00514,Black Clover,Sci-Fi,Brand New,Credit Card,Online,Kadokawa,439.73,1,12,2023-04-29,2023-04-08
TXN-00515,Dragon Ball,Horror,Brand New,Cash,Walk-in,Dark Horse,70.35,4,11,2024-01-30,2024-01-16
TXN-00516,Naruto,Slice of Life,Second-Hand,GCash,Online,Kodansha,61.87,4,46,2024-08-13,2024-08-09
TXN-00517,Black Clover,Mystery,Second-Hand,Cash,Walk-in,Seven Seas,219.41,4,16,2023-07-14,2023-07-09
TXN-00518,Naruto,Comedy,Brand New,Credit Card,Online,Viz Media,414.75,3,1,2023-09-18,2023-09-16
TXN-00519,Jujutsu Kaisen,Action,Second-Hand,Cash,Walk-in,Kodansha,494.27,5,45,2023-02-15,2023-02-13
TXN-00520,One-Punch Man,Horror,Second-Hand,GCash,Walk-in,Dark Horse,117.69,4,21,2024-12-26,2024-12-16
TXN-00521,One-Punch Man,Horror,Second-Hand,Debit Card,Walk-in,Yen Press,317.36,2,30,2024-03-22,2024-03-06
TXN-00522,Hunter x Hunter,Mystery,Brand New,Debit Card,Walk-in,Yen Press,221.4,2,13,2023-01-02,2022-12-29
TXN-00523,Tokyo Ghoul,Action,Second-Hand,GCash,Online,Shueisha,486.46,1,34,2024-06-16,2024-06-12
TXN-00524,Fullmetal Alchemist,Sci-Fi,Brand New,GCash,Walk-in,Dark Horse,428.95,5,4,2024-07-05,2024-06-27
TXN-00525,Fullmetal Alchemist,Horror,Brand New,Cash,Online,Seven Seas,427.25,4,28,2024-12-04,2024-11-05
TXN-00526,Attack on Titan,Romance,Brand New,Credit Card,Online,Shueisha,260.91,2,38,2024-11-17,2024-10-30
TXN-00527,Naruto,Mystery,Brand New,Debit Card,Walk-in,Shueisha,236.67,5,31,2023-07-21,2023-07-16
TXN-00528,JoJo's Bizarre Adventure,Horror,Brand New,Cash,Walk-in,Shueisha,173.03,1,27,2024-01-08,2023-12-26
TXN-00529,One Piece,Sports,Brand New,GCash,Walk-in,Kodansha,75.37,3,5,2024-03-17,2024-03-02
TXN-00530,Jujutsu Kaisen,Action,Brand New,Debit Card,Online,Seven Seas,439.13,5,25,2023-03-13,2023-03-01
TXN-00531,Fullmetal Alchemist,Slice of Life,Second-Hand,Debit Card,Walk-in,Viz Media,415.81,5,3,2024-11-11,2024-10-20
TXN-00532,Dragon Ball,Horror,Second-Hand,Cash,Walk-in,Yen Press,499.87,3,33,2023-12-05,2023-11-11
TXN-00533,Attack on Titan,Mystery,Brand New,GCash,Walk-in,Kodansha,498.49,5,4,2024-09-30,2024-09-07
TXN-00534,Tokyo Ghoul,Slice of Life,Second-Hand,Cash,Online,Viz Media,299.94,1,25,2023-11-18,2023-10-31
TXN-00535,Mob Psycho 100,Romance,Second-Hand,Cash,Walk-in,Yen Press,396.04,1,20,2024-11-10,2024-10-27
TXN-00536,Bleach,Slice of Life,Second-Hand,Maya,Walk-in,Seven Seas,475.14,3,34,2023-05-08,2023-04-19
TXN-00537,Chainsaw Man,Sports,Brand New,Debit Card,Walk-in,Seven Seas,432.34,4,26,2023-11-04,2023-10-11
TXN-00538,Mob Psycho 100,Sci-Fi,Second-Hand,Credit Card,Walk-in,Dark Horse,161.31,2,5,2024-06-03,2024-05-10
TXN-00539,Mob Psycho 100,Horror,Second-Hand,Cash,Online,Yen Press,252.74,4,35,2023-11-13,2023-11-08
TXN-00540,Jujutsu Kaisen,Fantasy,Second-Hand,Debit Card,Walk-in,Yen Press,108.12,5,28,2024-11-13,2024-10-15
TXN-00541,My Hero Academia,Fantasy,Brand New,GCash,Online,Seven Seas,479.32,2,29,2024-02-23,2024-02-09
TXN-00542,Vinland Saga,Slice of Life,Brand New,GCash,Online,Yen Press,322.78,3,9,2023-12-01,2023-11-10
TXN-00543,My Hero Academia,Drama,Brand New,GCash,Online,Kadokawa,152.89,3,38,2024-02-17,2024-02-13
TXN-00544,Death Note,Action,Brand New,Cash,Online,Dark Horse,352.27,2,6,2024-12-14,2024-11-17
TXN-00545,Attack on Titan,Fantasy,Brand New,Credit Card,Walk-in,Kodansha,328.16,1,19,2023-10-30,2023-10-14
TXN-00546,Spy x Family,Drama,Brand New,GCash,Walk-in,Kodansha,211.17,2,44,2024-07-21,2024-07-01
TXN-00547,Dragon Ball,Fantasy,Second-Hand,Cash,Online,Viz Media,101.1,5,11,2023-05-11,2023-04-27
TXN-00548,Hunter x Hunter,Drama,Second-Hand,Cash,Walk-in,Kodansha,352.21,1,2,2023-07-16,2023-07-07
TXN-00549,One-Punch Man,Action,Brand New,Cash,Online,Shueisha,284.14,3,47,2024-03-06,2024-03-04
TXN-00550,Vinland Saga,Comedy,Second-Hand,Cash,Walk-in,Yen Press,397.54,2,44,2024-11-11,2024-10-19
TXN-00551,Black Clover,Fantasy,Brand New,GCash,Online,Kodansha,284.07,4,44,2024-01-24,2024-01-12
TXN-00552,One-Punch Man,Sports,Second-Hand,Debit Card,Online,Viz Media,433.48,4,9,2024-11-24,2024-11-17
TXN-00553,Jujutsu Kaisen,Horror,Second-Hand,Cash,Walk-in,Viz Media,298.36,5,21,2023-06-28,2023-06-13
TXN-00554,Death Note,Drama,Second-Hand,Cash,Walk-in,Shueisha,302.42,4,24,2024-09-22,2024-09-07
TXN-00555,Fullmetal Alchemist,Horror,Second-Hand,GCash,Online,Viz Media,444.49,2,34,2024-08-05,2024-07-28
TXN-00556,Berserk,Mystery,Brand New,Debit Card,Online,Seven Seas,231.57,2,22,2023-11-05,2023-10-08
TXN-00557,Mob Psycho 100,Mystery,Second-Hand,GCash,Walk-in,Kadokawa,110.31,4,3,2024-02-20,2024-02-08
TXN-00558,Berserk,Action,Brand New,GCash,Online,Seven Seas,62.95,2,12,2024-07-15,2024-07-11
TXN-00559,My Hero Academia,Drama,Second-Hand,GCash,Walk-in,Yen Press,389.81,5,28,2023-01-01,2022-12-10
TXN-00560,Spy x Family,Romance,Second-Hand,Cash,Walk-in,Yen Press,329.14,1,30,2023-11-08,2023-10-27
TXN-00561,Spy x Family,Mystery,Second-Hand,Cash,Online,Yen Press,366.84,5,26,2023-10-21,2023-10-03
TXN-00562,Dragon Ball,Action,Brand New,Credit Card,Online,Dark Horse,145.83,5,48,2023-08-04,2023-07-06
TXN-00563,Vinland Saga,Mystery,Second-Hand,Credit Card,Online,Kodansha,111.37,2,21,2024-03-16,2024-02-24
TXN-00564,Bleach,Mystery,Brand New,GCash,Online,Kadokawa,56.55,1,28,2024-08-16,2024-08-04
TXN-00565,Attack on Titan,Romance,Brand New,Credit Card,Walk-in,Kodansha,207.76,2,26,2024-09-13,2024-09-11
TXN-00566,Naruto,Fantasy,Second-Hand,Credit Card,Online,Kadokawa,315.46,3,33,2024-11-01,2024-10-19
TXN-00567,Bleach,Slice of Life,Brand New,Cash,Walk-in,Kodansha,226.51,2,21,2023-11-26,2023-11-17
TXN-00568,Vinland Saga,Comedy,Second-Hand,GCash,Walk-in,Shueisha,246.86,2,35,2024-04-21,2024-04-14
TXN-00569,Death Note,Mystery,Brand New,Cash,Walk-in,Seven Seas,456.87,2,34,2024-03-28,2024-03-24
TXN-00570,Dragon Ball,Mystery,Brand New,Cash,Walk-in,Viz Media,206.71,1,41,2024-03-28,2024-02-29
TXN-00571,One Piece,Sports,Second-Hand,Credit Card,Walk-in,Viz Media,281.3,2,47,2024-11-22,2024-10-26
TXN-00572,Hunter x Hunter,Comedy,Brand New,Debit Card,Walk-in,Seven Seas,402.64,1,18,2023-08-07,2023-07-23
TXN-00573,Dragon Ball,Romance,Brand New,Maya,Walk-in,Shueisha,228.44,4,11,2024-06-07,2024-06-04
TXN-00574,Bleach,Horror,Second-Hand,Credit Card,Walk-in,Kadokawa,329.94,3,23,2024-04-29,2024-04-07
TXN-00575,One Piece,Drama,Brand New,Cash,Online,Seven Seas,438.06,1,48,2023-06-23,2023-06-16
TXN-00576,JoJo's Bizarre Adventure,Mystery,Brand New,Cash,Walk-in,Dark Horse,477.28,4,22,2024-11-05,2024-10-15
TXN-00577,One-Punch Man,Slice of Life,Brand New,Debit Card,Walk-in,Kadokawa,116.18,1,17,2023-03-28,2023-03-07
TXN-00578,Jujutsu Kaisen,Drama,Second-Hand,GCash,Online,Viz Media,466.96,1,5,2023-10-18,2023-09-28
TXN-00579,Attack on Titan,Comedy,Second-Hand,Credit Card,Online,Dark Horse,271.45,3,44,2024-06-11,2024-06-10
TXN-00580,Fullmetal Alchemist,Drama,Second-Hand,Credit Card,Online,Kodansha,166.21,5,11,2024-11-10,2024-11-08
TXN-00581,Demon Slayer,Fantasy,Brand New,Credit Card,Walk-in,Dark Horse,256.61,5,30,2024-10-10,2024-09-14
TXN-00582,Attack on Titan,Mystery,Second-Hand,Debit Card,Online,Kadokawa,491.01,1,15,2024-09-26,2024-09-15
TXN-00583,Hunter x Hunter,Drama,Second-Hand,Cash,Walk-in,Shueisha,271.68,2,27,2023-12-10,2023-12-02
TXN-00584,Death Note,Horror,Second-Hand,Credit Card,Walk-in,Kodansha,197.94,4,35,2023-04-06,2023-04-01
TXN-00585,My Hero Academia,Horror,Brand New,Debit Card,Walk-in,Kadokawa,335.03,2,33,2023-08-29,2023-08-03
TXN-00586,My Hero Academia,Mystery,Second-Hand,Cash,Online,Kodansha,158.07,2,20,2024-11-19,2024-10-31
TXN-00587,Demon Slayer,Sci-Fi,Second-Hand,Credit Card,Walk-in,Dark Horse,84.14,1,16,2023-11-14,2023-11-07
TXN-00588,One-Punch Man,Horror,Brand New,GCash,Walk-in,Viz Media,108.0,1,34,2023-08-19,2023-08-16
TXN-00589,Bleach,Drama,Brand New,Maya,Walk-in,Kadokawa,107.62,1,2,2023-07-23,2023-06-26
TXN-00590,Mob Psycho 100,Action,Second-Hand,Cash,Online,Shueisha,118.36,1,35,2023-05-31,2023-05-06
TXN-00591,Vinland Saga,Horror,Brand New,GCash,Online,Seven Seas,112.47,5,40,2023-01-26,2023-01-08
TXN-00592,Dragon Ball,Comedy,Second-Hand,Cash,Walk-in,Dark Horse,338.39,1,28,2023-02-17,2023-02-10
TXN-00593,Chainsaw Man,Sci-Fi,Second-Hand,Credit Card,Online,Kadokawa,131.85,5,47,2023-09-08,2023-08-20
TXN-00594,Demon Slayer,Drama,Brand New,Cash,Walk-in,Shueisha,205.55,5,39,2024-05-01,2024-04-24
TXN-00595,Mob Psycho 100,Romance,Brand New,Cash,Online,Kadokawa,453.55,1,6,2024-09-17,2024-08-21
TXN-00596,Dragon Ball,Sports,Brand New,GCash,Walk-in,Dark Horse,263.28,3,9,2023-03-16,2023-02-16
TXN-00597,Vinland Saga,Romance,Second-Hand,Maya,Online,Kadokawa,350.4,4,20,2024-04-11,2024-04-03
TXN-00598,Fullmetal Alchemist,Fantasy,Brand New,Cash,Walk-in,Kodansha,127.54,2,1,2024-02-29,2024-02-18
TXN-00599,Attack on Titan,Sports,Second-Hand,Cash,Online,Dark Horse,136.53,5,8,2024-10-06,2024-09-11
TXN-00600,Jujutsu Kaisen,Fantasy,Brand New,Credit Card,Walk-in,Kadokawa,68.39,4,23,2024-08-12,2024-08-07
TXN-00601,Black Clover,Sports,Brand New,GCash,Walk-in,Seven Seas,126.02,3,3,2023-07-19,2023-06-23
TXN-00602,Attack on Titan,Sports,Brand New,Maya,Walk-in,Viz Media,175.37,2,4,2024-12-14,2024-11-15
TXN-00603,Berserk,Action,Brand New,Cash,Walk-in,Kadokawa,129.65,2,25,2024-01-29,2024-01-09
TXN-00604,Mob Psycho 100,Slice of Life,Second-Hand,Credit Card,Walk-in,Kodansha,89.92,5,47,2024-05-21,2024-05-20
TXN-00605,Spy x Family,Comedy,Brand New,Cash,Online,Shueisha,104.29,1,38,2024-02-14,2024-02-05
TXN-00606,Berserk,Romance,Brand New,Cash,Walk-in,Seven Seas,257.35,3,15,2023-09-07,2023-08-10
TXN-00607,Vinland Saga,Horror,Brand New,Credit Card,Online,Shueisha,142.85,5,21,2023-06-01,2023-05-27
TXN-00608,Dragon Ball,Drama,Brand New,GCash,Online,Seven Seas,213.92,3,35,2024-11-02,2024-10-28
TXN-00609,My Hero Academia,Sci-Fi,Brand New,Credit Card,Online,Shueisha,276.54,1,46,2024-12-05,2024-11-17
TXN-00610,Berserk,Comedy,Second-Hand,GCash,Online,Viz Media,360.68,1,14,2023-01-06,2022-12-28
TXN-00611,Death Note,Fantasy,Brand New,GCash,Online,Kodansha,67.69,5,36,2023-04-20,2023-03-25
TXN-00612,JoJo's Bizarre Adventure,Action,Brand New,GCash,Walk-in,Dark Horse,409.73,1,12,2024-03-11,2024-03-05
TXN-00613,Berserk,Fantasy,Brand New,Maya,Online,Shueisha,332.56,4,17,2023-08-13,2023-08-09
TXN-00614,Hunter x Hunter,Slice of Life,Second-Hand,Cash,Walk-in,Seven Seas,86.79,2,39,2023-06-30,2023-06-08
TXN-00615,Hunter x Hunter,Sci-Fi,Brand New,Cash,Online,Kodansha,443.11,5,9,2024-12-13,2024-11-15
TXN-00616,One Piece,Action,Brand New,GCash,Online,Kadokawa,464.39,3,35,2024-06-14,2024-06-13
TXN-00617,Fullmetal Alchemist,Fantasy,Second-Hand,GCash,Walk-in,Viz Media,77.49,4,13,2024-04-20,2024-04-15
TXN-00618,JoJo's Bizarre Adventure,Slice of Life,Brand New,Cash,Walk-in,Kodansha,174.59,5,15,2023-02-21,2023-02-20
TXN-00619,Tokyo Ghoul,Drama,Brand New,Maya,Walk-in,Kodansha,412.79,1,18,2024-07-24,2024-07-12
TXN-00620,Hunter x Hunter,Drama,Brand New,Cash,Online,Dark Horse,386.72,1,33,2023-09-13,2023-08-18
TXN-00621,JoJo's Bizarre Adventure,Fantasy,Second-Hand,Debit Card,Online,Kodansha,133.03,1,6,2023-05-05,2023-04-09
TXN-00622,Dragon Ball,Comedy,Brand New,Cash,Walk-in,Dark Horse,144.21,1,27,2024-04-12,2024-04-04
TXN-00623,Berserk,Sci-Fi,Second-Hand,Credit Card,Online,Viz Media,216.71,3,23,2023-05-17,2023-04-28
TXN-00624,One-Punch Man,Mystery,Brand New,Maya,Online,Viz Media,268.04,4,27,2024-04-20,2024-04-09
TXN-00625,Vinland Saga,Comedy,Brand New,Cash,Walk-in,Kadokawa,328.21,2,34,2024-11-14,2024-11-13
TXN-00626,Attack on Titan,Drama,Brand New,Maya,Walk-in,Dark Horse,216.01,3,46,2024-06-27,2024-06-21
TXN-00627,Demon Slayer,Sci-Fi,Brand New,GCash,Online,Dark Horse,258.14,3,38,2024-07-26,2024-07-17
TXN-00628,JoJo's Bizarre Adventure,Slice of Life,Second-Hand,Maya,Online,Shueisha,386.36,2,14,2024-09-01,2024-08-30
TXN-00629,Naruto,Action,Brand New,Credit Card,Online,Shueisha,66.51,2,36,2023-11-21,2023-11-16
TXN-00630,Mob Psycho 100,Sports,Brand New,GCash,Walk-in,Kadokawa,163.6,1,8,2024-03-29,2024-03-05
TXN-00631,Dragon Ball,Fantasy,Brand New,Cash,Walk-in,Viz Media,371.01,3,35,2024-09-19,2024-09-05
TXN-00632,JoJo's Bizarre Adventure,Romance,Second-Hand,GCash,Walk-in,Yen Press,452.84,5,19,2024-05-31,2024-05-14
TXN-00633,Fullmetal Alchemist,Sci-Fi,Brand New,Cash,Walk-in,Shueisha,280.25,2,30,2024-03-12,2024-03-08
TXN-00634,One Piece,Horror,Second-Hand,Cash,Walk-in,Kodansha,289.45,2,14,2024-07-15,2024-06-21
TXN-00635,Death Note,Slice of Life,Brand New,Cash,Online,Viz Media,98.23,4,20,2024-04-01,2024-03-29
TXN-00636,Vinland Saga,Mystery,Brand New,GCash,Walk-in,Yen Press,251.34,5,49,2023-06-12,2023-05-27
TXN-00637,My Hero Academia,Sports,Brand New,Credit Card,Online,Kodansha,289.68,5,25,2024-05-01,2024-04-16
TXN-00638,Demon Slayer,Horror,Brand New,Cash,Walk-in,Seven Seas,159.11,2,40,2024-04-05,2024-03-11
TXN-00639,Naruto,Mystery,Brand New,Cash,Online,Dark Horse,171.16,1,24,2023-09-23,2023-09-11
TXN-00640,Vinland Saga,Romance,Brand New,Credit Card,Walk-in,Viz Media,219.78,4,14,2023-09-11,2023-08-25
TXN-00641,My Hero Academia,Drama,Second-Hand,Cash,Walk-in,Seven Seas,59.03,5,26,2024-10-14,2024-09-25
TXN-00642,JoJo's Bizarre Adventure,Comedy,Second-Hand,Cash,Walk-in,Kadokawa,194.94,2,38,2023-10-11,2023-10-07
TXN-00643,One Piece,Fantasy,Second-Hand,Cash,Online,Dark Horse,145.15,5,23,2024-06-17,2024-06-02
TXN-00644,Fullmetal Alchemist,Action,Brand New,Maya,Online,Dark Horse,197.37,4,22,2024-05-11,2024-04-24
TXN-00645,Fullmetal Alchemist,Mystery,Brand New,Debit Card,Walk-in,Kodansha,103.89,4,48,2024-10-03,2024-09-25
TXN-00646,Jujutsu Kaisen,Sports,Brand New,GCash,Walk-in,Seven Seas,450.74,3,19,2023-09-02,2023-08-13
TXN-00647,Demon Slayer,Sci-Fi,Second-Hand,Credit Card,Online,Dark Horse,317.12,2,46,2023-10-09,2023-10-07
TXN-00648,Demon Slayer,Drama,Second-Hand,GCash,Walk-in,Shueisha,355.6,4,3,2024-03-26,2024-03-02
TXN-00649,One-Punch Man,Sci-Fi,Brand New,Credit Card,Walk-in,Viz Media,405.13,3,42,2023-03-21,2023-02-23
TXN-00650,One-Punch Man,Sports,Brand New,Credit Card,Online,Shueisha,274.3,3,19,2024-12-31,2024-12-01
TXN-00651,Bleach,Sci-Fi,Brand New,Credit Card,Online,Kodansha,89.11,5,9,2023-10-20,2023-09-22
TXN-00652,JoJo's Bizarre Adventure,Mystery,Brand New,Cash,Walk-in,Yen Press,291.7,5,28,2023-08-29,2023-08-07
TXN-00653,JoJo's Bizarre Adventure,Slice of Life,Brand New,Cash,Walk-in,Kodansha,314.08,3,20,2023-10-06,2023-09-19
TXN-00654,Chainsaw Man,Sci-Fi,Brand New,GCash,Online,Viz Media,385.45,5,45,2023-12-10,2023-11-30
